id,No_of_files,size_conv,CSV,Other,Upvotes,Medals,Month_since,Day,Usability,Date,,
358,1,23000000,N,Y,45,Bronze,23,Fri,1.8,11/10/2017,,
359,2,2000000,N,Y,106,Silver,23,Fri,8.8,11/10/2017,,
360,1,100000,Y,N,19,No Medal,23,Fri,5.9,11/10/2017,,
361,5,14000000,Y,Y,33,Bronze,23,Sat,8.2,11/11/2017,,
362,1,102000,N,Y,13,Bronze,23,Sun,3.1,11/12/2017,,
363,1,9000,Y,N,159,Bronze,23,Mon,4.1,11/13/2017,,
364,1,146000,Y,N,368,Gold,23,Mon,8.2,11/13/2017,,
365,1,8000000,Y,N,61,Bronze,23,Wed,8.2,11/15/2017,,
366,1,9000000,Y,N,19,No Medal,23,Wed,2.9,11/15/2017,,
367,8539,516000000,N,Y,3929,Gold,23,Thu,7.5,11/16/2017,,
368,1078,132000000,N,Y,32,Bronze,23,Thu,7.5,11/16/2017,,
369,11,989000000,N,Y,434,Gold,23,Fri,8.1,11/17/2017,,
370,264,664000000,Y,Y,122,Silver,23,Fri,7.6,11/17/2017,,
371,1,371000,Y,N,68,Bronze,23,Sun,4.1,11/19/2017,,
372,6,207000000,Y,N,138,Bronze,23,Mon,4.1,11/20/2017,,
373,23,10000000,Y,Y,448,Gold,23,Mon,7.6,11/20/2017,,
374,1,34000000,N,Y,12,No Medal,23,Mon,1.9,11/20/2017,,
375,14972,23000000,N,Y,173,Silver,23,Tue,8.1,11/21/2017,,
376,92001,124000000,Y,Y,86,Silver,23,Tue,7.6,11/21/2017,,
377,4,4000000,Y,N,40,Bronze,23,Wed,4.1,11/22/2017,,
378,6,170000000,N,Y,21,Bronze,23,Wed,2.5,11/22/2017,,
379,3,2000000000,N,Y,52,Bronze,23,Wed,7.5,11/22/2017,,
380,2,1000000,Y,N,762,Gold,23,Thu,8.5,11/23/2017,,
381,1,409000,Y,N,840,Gold,23,Fri,8.5,11/24/2017,,
382,4,338000,Y,N,72,Bronze,23,Fri,8.2,11/24/2017,,
383,3,53000000,Y,Y,3408,Gold,23,Mon,7.9,11/27/2017,,
384,1,375000,Y,N,12,No Medal,23,Mon,7.1,11/27/2017,,
385,1,405000000,N,Y,30,Bronze,23,Tue,3.1,11/28/2017,,
386,1,31000,N,Y,15,Bronze,23,Tue,2.9,11/28/2017,,
387,13,5000000,Y,N,657,Gold,23,Wed,7.9,11/29/2017,,
388,67,10000000,N,Y,15,Bronze,23,Wed,3.1,11/29/2017,,
389,1,2000000000,N,Y,40,Silver,23,Wed,3.8,11/29/2017,,
390,1,5000,Y,N,56,No Medal,23,Thu,1.8,11/30/2017,,
391,1,895000,Y,N,415,Gold,23,Thu,8.5,11/30/2017,,
392,1,1000,Y,N,20,No Medal,23,Thu,6.5,11/30/2017,,
393,1,59000000,Y,N,34,Bronze,23,Thu,2.9,11/30/2017,,
394,2,69000,Y,N,154,Silver,24,Fri,9.7,12/1/2017,,
395,3,120000,Y,N,138,Silver,24,Fri,9.7,12/1/2017,,
396,1572,587000000,Y,Y,50,Bronze,24,Fri,7.6,12/1/2017,,
397,38745,1000000000,N,Y,153,Bronze,24,Mon,4.4,12/4/2017,,
398,1,2000000,Y,N,212,Bronze,24,Tue,2.9,12/5/2017,,
399,37500,856000000,N,Y,271,Silver,24,Tue,4.4,12/5/2017,,
400,1,365000,Y,N,41,No Medal,24,Wed,2.9,12/6/2017,,
401,4,148000000,Y,Y,228,Gold,24,Wed,8.2,12/6/2017,,
402,6,51000000,Y,Y,57,Bronze,24,Wed,7.6,12/6/2017,,
403,1,53000000,Y,N,331,Gold,24,Thu,10,12/7/2017,,
404,2,183000,Y,N,67,Bronze,24,Fri,4.7,12/8/2017,,
405,2,5000000,Y,Y,117,Bronze,24,Fri,4.1,12/8/2017,,
406,2,34000000,N,Y,128,Bronze,24,Fri,8.8,12/8/2017,,
407,1,223000000,Y,N,50,Bronze,24,Fri,8.2,12/8/2017,,
408,25597,873000000,N,Y,150,Silver,24,Sat,7.5,12/9/2017,,
409,1,2000,Y,N,9,No Medal,24,Sat,4.1,12/9/2017,,
410,1,25000,N,Y,18,No Medal,24,Sun,1.8,12/10/2017,,
411,1,11000,Y,N,25,No Medal,24,Sun,1.8,12/10/2017,,
412,1,8000000,Y,N,21,No Medal,24,Mon,5.9,12/11/2017,,
413,1,3000000000,N,Y,37,Bronze,24,Tue,6.9,12/12/2017,,
414,1,11000,Y,N,107,Bronze,24,Wed,2.9,12/13/2017,,
415,1,371000,Y,N,41,No Medal,24,Thu,1.8,12/14/2017,,
416,398,95000000,N,Y,35,Bronze,24,Thu,3.1,12/14/2017,,
417,1,1000000,Y,N,86,Bronze,24,Thu,7.1,12/14/2017,,
418,1,371000,Y,N,10,No Medal,24,Thu,2.9,12/14/2017,,
419,1,835000,Y,N,220,Silver,24,Fri,8.2,12/15/2017,,
420,1,568000,Y,N,307,Silver,24,Sat,4.4,12/16/2017,,
421,7,328000,Y,Y,77,Silver,24,Sat,8.2,12/16/2017,,
422,1,425000,Y,N,146,Silver,24,Sun,5.9,12/17/2017,,
423,1,1000,Y,N,100,Silver,24,Sun,8.5,12/17/2017,,
424,1,29000,Y,N,21,No Medal,24,Mon,4.1,12/18/2017,,
425,2,16000000,Y,N,13,No Medal,24,Mon,4.7,12/18/2017,,
426,277524,3000000000,N,Y,854,Gold,24,Tue,7.5,12/19/2017,,
427,42,1000000000,Y,Y,362,Gold,24,Wed,7.6,12/20/2017,,
428,1,35000,N,Y,35,Bronze,24,Wed,5.3,12/20/2017,,
429,1,7000,Y,N,191,Silver,24,Wed,8.8,12/20/2017,,
430,1,144000,Y,N,153,Bronze,24,Thu,7.1,12/21/2017,,
431,5,44000,Y,N,29,Bronze,24,Thu,8.2,12/21/2017,,
432,26,38000000,Y,N,169,Silver,24,Fri,7.6,12/22/2017,,
433,1,2000,Y,N,175,Silver,24,Sat,2.9,12/23/2017,,
434,2,18000000,N,Y,774,Gold,24,Sun,6.3,12/24/2017,,
435,1,3000,Y,N,162,Silver,24,Sun,4.1,12/24/2017,,
436,2,6000000,Y,Y,161,Silver,24,Tue,8.5,12/26/2017,,
437,6,8000000,Y,Y,7,No Medal,24,Wed,6.8,12/27/2017,,
438,1,206000,Y,N,40,Bronze,24,Wed,10,12/27/2017,,
439,7,13000000,Y,N,480,Gold,24,Thu,7.1,12/28/2017,,
440,1,48000,Y,N,11,No Medal,24,Thu,4.1,12/28/2017,,
441,2,2000000,Y,N,29,Bronze,24,Fri,2.9,12/29/2017,,
442,2,2000000,N,Y,3,No Medal,24,Fri,0.6,12/29/2017,,
443,1,29000,Y,N,10,No Medal,24,Fri,10,12/29/2017,,
444,2,2000000,N,Y,21,Bronze,24,Sat,1.9,12/30/2017,,
445,1,4000000,N,Y,22,No Medal,24,Sat,7.5,12/30/2017,,
446,1,2000000000,N,Y,141,Gold,24,Sun,1.9,12/31/2017,,
447,1,112000000,N,Y,8,No Medal,24,Sun,8.8,12/31/2017,,
448,1,31000000,Y,N,131,Bronze,25,Mon,8.8,1/1/2018,,
449,1,6000000,Y,N,52,Bronze,25,Tue,5.3,1/2/2018,,
450,33,3000000,Y,N,281,Gold,25,Wed,7.1,1/3/2018,,
451,3,392000,Y,N,98,Silver,25,Wed,4.1,1/3/2018,,
452,1,114000,Y,N,34,No Medal,25,Wed,2.9,1/3/2018,,
453,1,71000000,N,Y,112,Silver,25,Thu,3.1,1/4/2018,,
454,1,10000000000,N,Y,142,Silver,25,Thu,6.9,1/4/2018,,
455,2,5000000,Y,N,89,Silver,25,Thu,5.9,1/4/2018,,
456,1,378,Y,N,16,No Medal,25,Fri,2.9,1/5/2018,,
457,1,96000,Y,N,14,No Medal,25,Fri,2.9,1/5/2018,,
458,1,262,Y,N,69,Bronze,25,Sun,7.1,1/7/2018,,
459,2,183000,Y,N,56,Bronze,25,Sun,6.5,1/7/2018,,
460,1,417000,Y,N,312,Gold,25,Sun,10,1/7/2018,,
461,1,11000,Y,N,83,Silver,25,Tue,5.3,1/9/2018,,
462,1,1000,Y,N,70,Bronze,25,Tue,7.1,1/9/2018,,
463,1,568000,Y,N,25,No Medal,25,Tue,5.3,1/9/2018,,
464,437,24000000,N,Y,23,Bronze,25,Wed,7.5,1/10/2018,,
465,1,41000,Y,N,829,Gold,25,Thu,7.1,1/11/2018,,
466,1,2000,Y,N,49,Bronze,25,Thu,2.9,1/11/2018,,
467,1,378,Y,N,75,Bronze,25,Fri,2.9,1/12/2018,,
468,12,4000000000,Y,Y,447,Gold,25,Fri,7.6,1/12/2018,,
469,1,816,N,Y,64,Bronze,25,Sat,5.6,1/13/2018,,
470,1,45000000,Y,N,359,Silver,25,Sat,7.4,1/13/2018,,
471,1,23000,Y,N,4,No Medal,25,Sun,2.9,1/14/2018,,
472,1,559,Y,N,22,No Medal,25,Mon,4.1,1/15/2018,,
473,1,71000000,N,Y,1,No Medal,25,Mon,3.1,1/15/2018,,
474,4,38000,Y,Y,20,No Medal,25,Mon,6.5,1/15/2018,,
475,1,53000000,Y,N,118,Silver,25,Tue,5.3,1/16/2018,,
476,1,10000000,Y,N,34,Bronze,25,Tue,7.6,1/16/2018,,
477,5,36000,N,Y,8,No Medal,25,Tue,6.5,1/16/2018,,
478,1,543,Y,N,5,No Medal,25,Tue,2.9,1/16/2018,,
479,2,314000,Y,N,244,Gold,25,Wed,2.9,1/17/2018,,
480,2,469000,Y,N,51,Bronze,25,Wed,5.3,1/17/2018,,
481,6,3000000000,Y,Y,96,Bronze,25,Wed,7.6,1/17/2018,,
482,5,932000,Y,Y,10,No Medal,25,Wed,6.2,1/17/2018,,
483,1,16000,N,Y,65,No Medal,25,Thu,0,1/18/2018,,
484,2,8000000,Y,N,190,Silver,25,Sun,3.8,1/21/2018,,
485,1,378,Y,N,233,Silver,25,Mon,3.5,1/22/2018,,
486,1,34000,N,Y,68,No Medal,25,Mon,6.9,1/22/2018,,
487,1,23000000,N,Y,100,Bronze,25,Mon,7.1,1/22/2018,,
488,1,112000,Y,N,89,Bronze,25,Mon,6.5,1/22/2018,,
489,2,830000,Y,N,51,Bronze,25,Tue,6.5,1/23/2018,,
490,12813,10000000000,Y,Y,381,Gold,25,Wed,7.1,1/24/2018,,
491,7221,259000000,Y,Y,5,No Medal,25,Thu,4.1,1/25/2018,,
492,1,114000,Y,N,58,No Medal,25,Fri,4.1,1/26/2018,,
493,1,97000000,Y,N,41,Bronze,25,Fri,7.9,1/26/2018,,
494,8,341000000,N,Y,156,Silver,25,Sat,7.5,1/27/2018,,
495,1,112000000,Y,N,34,Bronze,25,Sat,8.5,1/27/2018,,
496,2,72000,Y,N,1492,Gold,25,Sun,7.1,1/28/2018,,
497,1,114000,Y,N,197,Silver,25,Sun,2.9,1/28/2018,,
498,1,1000,Y,N,52,Bronze,25,Mon,4.7,1/29/2018,,
499,1,6000,N,Y,6,No Medal,25,Mon,3.1,1/29/2018,,
500,8,32000000,Y,N,298,Gold,25,Tue,7.6,1/30/2018,,
501,5,734000,Y,Y,130,Bronze,25,Tue,1.8,1/30/2018,,
502,2,98000,Y,N,57,No Medal,25,Wed,4.7,1/31/2018,,
503,1,907,Y,N,10,No Medal,25,Wed,5.9,1/31/2018,,
504,1,14000000,Y,N,41,Bronze,25,Wed,2.9,1/31/2018,,
505,1,23000,Y,N,427,Bronze,26,Fri,4.1,2/2/2018,,
506,2,29000000,Y,N,218,Gold,26,Sat,8.5,2/3/2018,,
507,1,3000000,Y,N,965,Gold,26,Sun,8.8,2/4/2018,,
508,1,34000000,Y,N,13,No Medal,26,Sun,2.9,2/4/2018,,
509,3,102000,Y,N,70,Bronze,26,Sun,7.4,2/4/2018,,
510,1,2000,Y,N,25,No Medal,26,Mon,4.1,2/5/2018,,
511,2,2000000,N,Y,9,No Medal,26,Mon,5,2/5/2018,,
512,1,3000000000,N,Y,43,Bronze,26,Tue,6.9,2/6/2018,,
513,1,51000,Y,N,117,Bronze,26,Wed,8.2,2/7/2018,,
514,1,314000,Y,N,32,Bronze,26,Wed,3.5,2/7/2018,,
515,2,39000000,Y,N,1531,Gold,26,Thu,7.9,2/8/2018,,
516,2,320000,Y,Y,76,Bronze,26,Thu,7.6,2/8/2018,,
517,4,6000,N,Y,4,No Medal,26,Thu,7.5,2/8/2018,,
518,1,121000,Y,N,933,Gold,26,Sat,8.2,2/10/2018,,
519,508,20000000,Y,Y,948,Gold,26,Sat,7.6,2/10/2018,,
520,1,33000000,Y,N,85,Bronze,26,Sat,4.1,2/10/2018,,
521,1,9000,Y,N,17,No Medal,26,Mon,6.5,2/12/2018,,
522,1,8000,N,Y,111,Silver,26,Mon,7.5,2/12/2018,,
523,1,268000,Y,N,61,Bronze,26,Thu,2.9,2/15/2018,,
524,1,43000,N,Y,5,No Medal,26,Thu,2.9,2/15/2018,,
525,1,194000000,Y,N,521,Gold,26,Fri,8.2,2/16/2018,,
526,2,3000000,Y,N,138,Bronze,26,Fri,8.5,2/16/2018,,
527,20001,4000000000,N,Y,651,Gold,26,Sat,8.1,2/17/2018,,
528,17,2000000,N,Y,40,Bronze,26,Sat,3.1,2/17/2018,,
529,1,629000,Y,N,66,Bronze,26,Sat,2.9,2/17/2018,,
530,7,20000000,N,Y,34,Bronze,26,Sun,3.1,2/18/2018,,
531,4,204000,Y,Y,65,Bronze,26,Mon,5.9,2/19/2018,,
532,7,757000,N,Y,192,Bronze,26,Tue,8.8,2/20/2018,,
533,1,24000,Y,N,28,Bronze,26,Tue,7.9,2/20/2018,,
534,1,16000,Y,N,2127,Gold,26,Wed,8.8,2/21/2018,,
535,1,666,Y,N,121,Silver,26,Wed,10,2/21/2018,,
536,2,672000,Y,Y,17,Bronze,26,Wed,5.9,2/21/2018,,
537,1,7000,Y,N,46,Silver,26,Thu,7.1,2/22/2018,,
538,1,332000,Y,N,20,No Medal,26,Thu,9.4,2/22/2018,,
539,1,268000,Y,N,5,No Medal,26,Thu,2.9,2/22/2018,,
540,2,183000,Y,N,31,Bronze,26,Thu,1.8,2/22/2018,,
541,1,176000,Y,N,2286,Gold,26,Fri,8.8,2/23/2018,,
542,1,23000,Y,N,35,No Medal,26,Fri,2.9,2/23/2018,,
543,1,271000000,N,Y,25,No Medal,26,Sat,3.1,2/24/2018,,
544,1,157000000,N,Y,80,Bronze,26,Mon,5,2/26/2018,,
545,1,1000000,Y,N,36,Bronze,26,Mon,10,2/26/2018,,
546,1,2000000000,N,Y,146,Gold,26,Mon,8.1,2/26/2018,,
547,9,543000,Y,N,60,Bronze,26,Mon,6.5,2/26/2018,,
548,1,43000000,Y,N,44,Bronze,26,Tue,7.1,2/27/2018,,
549,2,660000000,Y,N,130,Silver,26,Tue,7.4,2/27/2018,,
550,1,9000,Y,N,231,Silver,26,Wed,4.7,2/28/2018,,
551,44123,5000000000,Y,Y,247,Silver,26,Wed,7.1,2/28/2018,,
552,1,8000000,Y,N,132,Bronze,26,Wed,7.4,2/28/2018,,
553,784,3000000,Y,Y,110,Silver,27,Thu,7.1,3/1/2018,,
554,1,43000,Y,N,109,Silver,27,Thu,8.5,3/1/2018,,
555,2,1000000,Y,N,141,Silver,27,Thu,7.1,3/1/2018,,
556,1,348000,Y,N,423,Gold,27,Fri,5.9,3/2/2018,,
557,1,3000000,Y,N,96,Bronze,27,Fri,7.1,3/2/2018,,
558,566,21000000,N,Y,54,Bronze,27,Sat,6.9,3/3/2018,,
559,1,50000,Y,N,4,No Medal,27,Sat,3.5,3/3/2018,,
560,3,624000,Y,N,69,Bronze,27,Sun,9.4,3/4/2018,,
561,1,5000,Y,N,34,No Medal,27,Sun,2.9,3/4/2018,,
562,4,108000000,Y,Y,61,No Medal,27,Sun,7.6,3/4/2018,,
563,2,17000,Y,Y,9,No Medal,27,Wed,2.9,3/7/2018,,
564,1,137000,Y,N,17,No Medal,27,Wed,9.7,3/7/2018,,
565,1,471000,Y,N,12,No Medal,27,Thu,2.9,3/8/2018,,
566,1881,4000000000,N,Y,186,Silver,27,Fri,6.3,3/9/2018,,
567,1,8000,Y,N,123,Bronze,27,Sun,6.5,3/11/2018,,
568,1,16000,Y,N,40,No Medal,27,Sun,2.9,3/11/2018,,
569,4,36000,Y,N,13,No Medal,27,Sun,5.3,3/11/2018,,
570,3,35000,Y,N,25,No Medal,27,Mon,7.1,3/12/2018,,
571,2,46000000,Y,N,82,Gold,27,Mon,8.2,3/12/2018,,
572,1,416000000,N,Y,11,No Medal,27,Mon,4.4,3/12/2018,,
573,7,6000000,Y,Y,632,Gold,27,Tue,7.9,3/13/2018,,
574,1,22000000,Y,N,50,Bronze,27,Tue,8.2,3/13/2018,,
575,11,282000,Y,N,3,No Medal,27,Tue,2.9,3/13/2018,,
576,2,19000000,Y,Y,216,Gold,27,Wed,8.2,3/14/2018,,
577,7,5000,N,Y,54,Bronze,27,Thu,4.4,3/15/2018,,
578,1,100000,Y,N,62,Bronze,27,Thu,4.1,3/15/2018,,
579,1,35000000,Y,N,34,Bronze,27,Thu,8.2,3/15/2018,,
580,361,76000000,Y,N,237,Silver,27,Fri,7.6,3/16/2018,,
581,1,19000000,N,Y,58,Bronze,27,Fri,7.1,3/16/2018,,
582,1,188000,Y,N,114,Bronze,27,Sun,9.7,3/18/2018,,
583,1,4000000,N,Y,57,Bronze,27,Sun,5,3/18/2018,,
584,1,17000000,N,Y,14,Bronze,27,Mon,10,3/19/2018,,
585,1,268000,Y,N,203,Silver,27,Tue,6.8,3/20/2018,,
586,1,1000,Y,N,581,Gold,27,Thu,8.2,3/22/2018,,
587,1,333,Y,N,2,No Medal,27,Thu,2.9,3/22/2018,,
588,702,577000000,N,Y,56,Bronze,27,Thu,6.3,3/22/2018,,
589,1,20000,Y,N,21,No Medal,27,Fri,4.1,3/23/2018,,
590,1,1000000,Y,N,179,Bronze,27,Sat,6.5,3/24/2018,,
591,1,3000000,Y,N,40,No Medal,27,Sat,7.1,3/24/2018,,
592,5856,2000000000,N,Y,5490,Gold,27,Sun,7.5,3/25/2018,,
593,84484,12000000000,N,Y,441,Gold,27,Sun,7.5,3/25/2018,,
594,1,148000,Y,N,78,Bronze,27,Sun,7.6,3/25/2018,,
595,21287,2000000000,N,Y,92,Bronze,27,Sun,6.9,3/25/2018,,
596,1,2000000,N,Y,7,No Medal,27,Sun,4.4,3/25/2018,,
597,92,6000000,N,Y,18,Bronze,27,Tue,6.3,3/27/2018,,
598,7,10000000,N,Y,28,Bronze,27,Wed,8.1,3/28/2018,,
599,12,114000000,Y,Y,352,Gold,27,Thu,7.9,3/29/2018,,
600,1,5000,Y,N,30,Bronze,28,Sun,4.1,4/1/2018,,
601,1,2000,Y,N,38,Bronze,28,Mon,3.5,4/2/2018,,
602,96,302000000,Y,Y,126,Bronze,28,Tue,7.1,4/3/2018,,
603,2,5000000,Y,N,51,Bronze,28,Wed,6.5,4/4/2018,,
604,21,3000000,Y,Y,155,Silver,28,Fri,7.9,4/6/2018,,
605,1,30000,Y,N,11,No Medal,28,Fri,4.1,4/6/2018,,
606,1,818,Y,N,17,Bronze,28,Fri,7.1,4/6/2018,,
607,1,1000,N,Y,62,Bronze,28,Sat,7.5,4/7/2018,,
608,1,3000000,N,Y,34,No Medal,28,Sat,8.1,4/7/2018,,
609,7,97000,Y,N,45,Bronze,28,Sat,7.1,4/7/2018,,
610,2,23000,Y,N,41,Bronze,28,Sun,4.1,4/8/2018,,
611,2,24000,Y,N,26,No Medal,28,Mon,4.1,4/9/2018,,
612,1,49000,Y,N,147,Silver,28,Mon,5.9,4/9/2018,,
613,1,60000,Y,N,57,Bronze,28,Mon,3.5,4/9/2018,,
614,1,200000,Y,N,285,Gold,28,Tue,4.7,4/10/2018,,
615,4,25000,Y,N,237,Silver,28,Tue,8.5,4/10/2018,,
616,1,3000,Y,N,24,No Medal,28,Tue,4.1,4/10/2018,,
617,1,333,Y,N,14,No Medal,28,Tue,2.9,4/10/2018,,
618,3,10000000,Y,N,91,No Medal,28,Tue,8.2,4/10/2018,,
619,1,7000,Y,N,72,Bronze,28,Wed,7.6,4/11/2018,,
620,2,303000,Y,N,35,Bronze,28,Wed,5.3,4/11/2018,,
621,1,2000,Y,N,26,No Medal,28,Wed,2.9,4/11/2018,,
622,1628,2000000000,N,Y,55,Bronze,28,Wed,6.3,4/11/2018,,
623,1,540000000,Y,N,115,Bronze,28,Thu,5.9,4/12/2018,,
624,1,570000,Y,N,45,No Medal,28,Thu,2.9,4/12/2018,,
625,2,4000000,Y,N,279,Gold,28,Thu,7.4,4/12/2018,,
626,1,5000,Y,N,14,No Medal,28,Thu,2.9,4/12/2018,,
627,1,23000,Y,N,17,No Medal,28,Fri,2.9,4/13/2018,,
628,42860,1000000000,Y,Y,496,Gold,28,Sat,7.9,4/14/2018,,
629,1,35000000,Y,N,901,Gold,28,Sun,8.5,4/15/2018,,
630,1,773000,Y,N,33,No Medal,28,Sun,6.5,4/15/2018,,
631,1,1000,Y,N,51,Bronze,28,Mon,4.1,4/16/2018,,
632,2,440000,Y,N,5,No Medal,28,Mon,5.9,4/16/2018,,
633,4,55000000,Y,Y,39,Bronze,28,Mon,5.9,4/16/2018,,
634,1,1000000,N,Y,5,No Medal,28,Tue,4.4,4/17/2018,,
635,10000,456000000,N,Y,549,Gold,28,Thu,5.6,4/19/2018,,
636,438,8000000000,N,Y,33,Bronze,28,Thu,7.5,4/19/2018,,
637,3475,211000000,N,Y,211,Gold,28,Fri,7.5,4/20/2018,,
638,530,169000000,N,Y,59,Bronze,28,Fri,8.8,4/20/2018,,
639,5,921000,Y,N,5,No Medal,28,Fri,4.7,4/20/2018,,
640,1,333,Y,N,4,No Medal,28,Fri,5.9,4/20/2018,,
641,13225,113000000,Y,Y,764,Gold,28,Sun,7.1,4/22/2018,,
642,3,358000,Y,N,884,Gold,28,Mon,8.8,4/23/2018,,
643,87028,1000000000,N,Y,805,Gold,28,Mon,8.8,4/23/2018,,
644,1,3000,Y,N,264,Silver,28,Wed,7.1,4/25/2018,,
645,7,334000,Y,Y,148,Silver,28,Wed,7.1,4/25/2018,,
646,2,486000,Y,Y,25,No Medal,28,Wed,7.1,4/25/2018,,
647,1,2000,Y,N,42,Bronze,28,Wed,7.6,4/25/2018,,
648,10032,228000000,N,Y,943,Gold,28,Thu,7.5,4/26/2018,,
649,1,14000,Y,N,730,Gold,28,Thu,8.2,4/26/2018,,
650,1,12000,Y,N,106,Bronze,28,Thu,4.1,4/26/2018,,
651,3,2000000,Y,N,761,Gold,28,Fri,6.8,4/27/2018,,
652,9,13000,N,Y,13,Bronze,28,Sat,3.1,4/28/2018,,
653,1,6000000,N,Y,2,No Medal,28,Mon,6.3,4/30/2018,,
654,1,2000,Y,N,14,No Medal,29,Tue,6.5,5/1/2018,,
655,3,4000000,N,Y,87,Bronze,29,Tue,5.9,5/1/2018,,
656,18,503000000,Y,N,360,Gold,29,Wed,7.1,5/2/2018,,
657,5,2000000,N,Y,18,Bronze,29,Wed,7.5,5/2/2018,,
658,4,2000000,Y,N,71,No Medal,29,Wed,7.6,5/2/2018,,
659,1,149000000,Y,N,20,No Medal,29,Thu,5.3,5/3/2018,,
660,1,81000,N,Y,7,No Medal,29,Fri,8.1,5/4/2018,,
661,1,69000000,Y,N,74,No Medal,29,Sat,4.7,5/5/2018,,
662,4450,9000000,N,Y,148,Silver,29,Sun,7.5,5/6/2018,,
663,1,433000,Y,N,113,Silver,29,Sun,7.1,5/6/2018,,
664,7,161000,N,Y,145,Silver,29,Mon,10,5/7/2018,,
665,1,233,N,Y,1,No Medal,29,Mon,4.4,5/7/2018,,
666,2,410000,Y,N,139,Silver,29,Thu,10,5/10/2018,,
667,1,171000,Y,N,200,Silver,29,Fri,3.5,5/11/2018,,
668,1,366000,Y,N,6,No Medal,29,Fri,4.1,5/11/2018,,
669,1,61000000,Y,N,5,No Medal,29,Sun,5.9,5/13/2018,,
670,1,1000000,Y,N,194,Silver,29,Mon,7.1,5/14/2018,,
671,3,78000,Y,N,29,No Medal,29,Mon,7.1,5/14/2018,,
672,101016,6000000000,N,Y,531,Gold,29,Tue,8.1,5/15/2018,,
673,2,2000000,Y,N,51,No Medal,29,Tue,7.4,5/15/2018,,
674,2,946000,Y,N,55,Bronze,29,Tue,7.1,5/15/2018,,
675,2,32000,Y,N,274,Gold,29,Tue,8.5,5/15/2018,,
676,998,38000000,Y,Y,166,Silver,29,Tue,5.9,5/15/2018,,
677,2,263000,Y,Y,5,No Medal,29,Tue,5.9,5/15/2018,,
678,1,73000,Y,N,23,No Medal,29,Thu,6.8,5/17/2018,,
679,13243,118000000,Y,Y,217,Gold,29,Fri,7.6,5/18/2018,,
680,10000,5000000000,N,Y,112,Silver,29,Fri,7.5,5/18/2018,,
681,4,1000000000,Y,N,114,Bronze,29,Fri,7.1,5/18/2018,,
682,1,7000000,Y,N,11,No Medal,29,Fri,2.4,5/18/2018,,
683,2,16000000,Y,N,619,Gold,29,Sat,8.2,5/19/2018,,
684,1,5000000,Y,N,40,Bronze,29,Sat,7.1,5/19/2018,,
685,1,37000,Y,N,19,No Medal,29,Sun,7.6,5/20/2018,,
686,1,12000,Y,N,13,No Medal,29,Mon,5.9,5/21/2018,,
687,2,550000000,Y,Y,157,Silver,29,Tue,10,5/22/2018,,
688,1,219000,Y,N,47,Bronze,29,Wed,7.4,5/23/2018,,
689,1,216000,Y,N,46,Bronze,29,Wed,8.2,5/23/2018,,
690,1,3000000,Y,N,55,Bronze,29,Wed,7.1,5/23/2018,,
691,1,1000,Y,N,23,No Medal,29,Thu,2.9,5/24/2018,,
692,37,1000000,Y,N,87,Silver,29,Fri,7.1,5/25/2018,,
693,12784,611000000,N,Y,261,Gold,29,Fri,7.5,5/25/2018,,
694,1,2000,Y,N,41,No Medal,29,Fri,7.1,5/25/2018,,
695,1,101000000,Y,N,417,Silver,29,Sat,2.9,5/26/2018,,
696,1,8000,Y,N,71,Bronze,29,Sat,8.5,5/26/2018,,
697,4,961000,Y,N,14,Bronze,29,Sat,4.1,5/26/2018,,
698,1,1000000,Y,N,31,No Medal,29,Sun,7.1,5/27/2018,,
699,4,227000000,Y,Y,236,Gold,29,Sun,10,5/27/2018,,
700,2,5000000,Y,N,90,Bronze,29,Sun,8.2,5/27/2018,,
701,3,586000,Y,Y,213,Silver,29,Mon,7.1,5/28/2018,,
702,1,2000000,Y,N,78,Silver,29,Mon,7.1,5/28/2018,,
703,7930,35000000,N,Y,31,Bronze,29,Tue,7.5,5/29/2018,,
704,4,104000000,Y,N,689,Gold,30,Fri,5.9,6/1/2018,,
705,2,14000000,Y,N,42,Bronze,30,Fri,10,6/1/2018,,
706,202603,1000000000,Y,Y,1354,Gold,30,Sat,7.6,6/2/2018,,
707,300,412000,N,Y,125,Silver,30,Sat,7.5,6/2/2018,,
708,1,4000000,Y,N,34,Bronze,30,Sun,2.9,6/3/2018,,
709,2,34000,Y,N,70,Bronze,30,Mon,5.9,6/4/2018,,
710,1,461000,Y,N,1209,Gold,30,Tue,7.1,6/5/2018,,
711,16186,2000000000,N,Y,461,Gold,30,Tue,8.1,6/5/2018,,
712,6842,4000000000,N,Y,49,Bronze,30,Tue,6.9,6/5/2018,,
713,3,68000,Y,Y,15,No Medal,30,Tue,8.2,6/5/2018,,
714,1,644000,Y,N,3317,Gold,30,Wed,9.7,6/6/2018,,
715,2,403000,Y,Y,303,Silver,30,Wed,6.5,6/6/2018,,
716,30608,2000000000,N,Y,186,Silver,30,Wed,7.5,6/6/2018,,
717,2,41000000,Y,N,97,Silver,30,Thu,8.2,6/7/2018,,
718,1,2000000,Y,N,42,Bronze,30,Fri,6.5,6/8/2018,,
719,1,710000,Y,N,196,Silver,30,Fri,7.1,6/8/2018,,
720,3,1000000,Y,N,125,Silver,30,Fri,7.6,6/8/2018,,
